"","X","Rue","Peri","rueCourte","rue"
"153",405,"MASSON RUE EUGENE MASSON","Périmétre : Périmetre Maternelle Henri Sellier Tout le cété pair et tout le cété impair","MASSON","RUE EUGENE MASSON"
"154",407,"MAUPASSANT RUE GUY DE MAUPASSANT","Périmétre : Périmetre Elémentaire Jules Ferry Jean Rostand Tout le cété pair et tout le cdté impair","MAUPASSANT","RUE GUY DE MAUPASSANT"
"155",408,"MAUPASSANT RUE GUY DE MAUPASSANT","Périmétre : Périmetre Maternelle Henri Sellier Tout le cété pair et tout le cdété impair","MAUPASSANT","RUE GUY DE MAUPASSANT"
"156",410,"MEAUX | RUE DE MEAUX","Périmétre : Périmetre Maternelle Terre Saint Blaise Tout le cété pair et tout le cété impair","MEAUX"," RUE DE MEAUX"
"157",411,"MEAUX | RUE DE MEAUX","Périmétre : Périmétre A.Césaire/A.Boulloche Tout le cété pair et tout le cété impair","MEAUX"," RUE DE MEAUX"
"158",414,"MENDES FRANCE PLACE MENDES FRANCE","Périmétre : Périmetre Maternelle Pierre Curie Tout le cété pair et tout le cété impair","MENDES","FRANCE PLACE MENDES FRANCE"
"159",418,"MERLAN CHEMIN DE MERLAN","Périmétre : Périmetre Elémentaire R.Salengro J.Béthinger Tout le cété pair et tout le cété impair","MERLAN","CHEMIN DE MERLAN"
"160",419,"MERLAN CHEMIN DE MERLAN","Périmétre : Périmetre Maternelle Alain Savary Roger Salengr Tout le cété pair et tout le coté impair","MERLAN","CHEMIN DE MERLAN"
"161",421,"MESARMES AVENUE DES MESARMES","Périmétre : Périmétre Elémentaire Noue Caillet Albert Camus Tout le cété pair et tout le cété impair . |","MESARMES","AVENUE DES MESARMES"
"162",422,"MESARMES AVENUE DES MESARMES","Périmétre : Périmetre Maternelle Jean Zay Tout le cété pair et tout le cété impair al","MESARMES","AVENUE DES MESARMES"
"163",424,"METZ AVENUE DE METZ","Périmétre : Périmetre Maternelle Pierre Curie Tout le cété pair et tout le cdté impair","METZ","AVENUE DE METZ"
"164",427,"MICHELET RUE MICHELET","Périmétre : Périmetre Elémentaire R.Salengro J.Béthinger Tout le cété pair et tout le cété impair J","MICHELET","RUE MICHELET"
"165",428,"MICHELET RUE MICHELET","Périmétre : Périmetre Maternelle Alain Savary Roger Salengr Tout le cdté pair et tout le cété impair","MICHELET","RUE MICHELET"
"166",430,"MICHELET PASSAGE MICHELET","Périmétre : Périmetre Maternelle Alain Savary Roger Salengr: Tout le cdté pair et tout le cdté impair","MICHELET","PASSAGE MICHELET"
"167",431,"MICHELET PASSAGE MICHELET","Périmétre : Périmetre Elémentaire R.Salengro J.Béthinger Cété pair sans les n° et tout le cété impair","MICHELET","PASSAGE MICHELET"
"168",433,"MIDI : RUE DU MIDI","Périmétre : Périmetre Maternelle Pierre Curie Tout le cété pair et tout le cdté impair","MIDI"," RUE DU MIDI"
"169",434,"MIDI : RUE DU MIDI","Périmétre : Périmétre Elémentaire Pierre Curie Tout le cété pair et tout le cété impair","MIDI"," RUE DU MIDI"
"170",436,"MIGNARD ALLEE NICOLAS MIGNARD","Périmétre : Périmetre Maternelle Alain Savary Roger Salengr« Tout le cété pair et tout le cote impair","MIGNARD","ALLEE NICOLAS MIGNARD"
"171",437,"MIGNARD ALLEE NICOLAS MIGNARD","Périmétre : Périmetre Elementaire R.Salengro J.Béthinger Tout le cété pair et tout le cété impair","MIGNARD","ALLEE NICOLAS MIGNARD"
"172",439,"MILLET ALLEE JEAN-FRANCOIS MILLET |","Périmétre : Périmetre Maternelle Alain Savary Roger Salengr: Tout le cété pair et tout le cote impair","MILLET","ALLEE JEAN-FRANCOIS MILLET "
"173",440,"MILLET ALLEE JEAN-FRANCOIS MILLET |","Périmétre : Périmetre E!6mentaire R.Salengro J.Béthinger Tout le cdté pair et tout le cdté impair","MILLET","ALLEE JEAN-FRANCOIS MILLET "
"174",443,"MOLERET RUE DU MOLERET","Périmétre : Périmetre Elementaire Jules Ferry Jean Rostand Tout le cété pair et tout le coté impair","MOLERET","RUE DU MOLERET"
"175",445,"MOLIERE ALLEE MOLIERE","Périmétre : Périmetre Elémentaire Jules Ferry Jean Rostand Tout le cété pair et tout le cété impair","MOLIERE","ALLEE MOLIERE"
"176",446,"MOLIERE ALLEE MOLIERE","Périmétre : Périmetre Maternelle Henri Sellier Tout le cété pair et tout le cdté impair","MOLIERE","ALLEE MOLIERE"
"177",448,"MONNET RUE JEAN MONNET","Périmétre : Périmeétre Elémentaire Pierre Curie Tout le cété pair et tout le cété impair","MONNET","RUE JEAN MONNET"
"178",457,"MONOD RUE THEODORE MONOD","Périmétre : Périmetre Elémentaire Jules Ferry Jean Rostand Tout le cété pair et tout le cété impair","MONOD","RUE THEODORE MONOD"
"179",462,"MOULIN ALLEE DU MOULIN","Périmétre : Périmetre Maternelle Alain Savary Roger Salengr Tout le cété pair et tout le cété impair","MOULIN","ALLEE DU MOULIN"
"180",463,"MOULIN ALLEE DU MOULIN","Périmétre : Périmetre Elementaire R.Salengro J.Béthinger Tout le cété pair et tout le cété impair","MOULIN","ALLEE DU MOULIN"
"181",465,"MOULIN AVENUE JEAN MOULIN ;","Périmétre : Périmetre Maternelle Jean Zay Tout le cdté pair et tout le cété impair \ f","MOULIN","AVENUE JEAN MOULIN ;"
"182",466,"MOULIN AVENUE JEAN MOULIN ;","Périmétre : Périmétre Elementaire Noue Caillet Albert Camus Tout le cété pair et tout le cété impair vw","MOULIN","AVENUE JEAN MOULIN ;"
"183",468,"MOULY RUE HENRI MOULY","Périmétre : Périmetre Maternelle Jean Zay Tout le cété pair et tout le cété impair","MOULY","RUE HENRI MOULY"
"184",469,"MOULY RUE HENRI MOULY","Périmétre : Périmetre Elémentaire Noue Caillet Albert Camus Tout le cété pair et tout le coté impair","MOULY","RUE HENRI MOULY"
"185",471,"MOZART ALLEE MOZART","Périmétre : Périmetre Maternelle Jean Zay Tout le cété pair et tout le cété impair","MOZART","ALLEE MOZART"
"186",475,"NANCY AVENUE DE NANCY","Périmétre : Périmétre Elémentaire Pierre Curie Tout le cété pair et tout le cété impair","NANCY","AVENUE DE NANCY"
"189",481,"NERUDA ALLEE PABLO NERUDA","Périmétre : Périmétre A.Césaire/A.Boulloche Tout le cété pair et tout le cété impair","NERUDA","ALLEE PABLO NERUDA"
"190",482,"NERUDA ALLEE PABLO NERUDA","Périmétre : Périmetre Maternelle Terre Saint Blaise Tout le cété pair et tout le cété impair","NERUDA","ALLEE PABLO NERUDA"
"191",484,"NEUBURGER PLACE NICOLE NEUBURGER","Périmétre : Périmetre Maternelle Léo Lagrange Tout le cété pair et tout le cété impair","NEUBURGER","PLACE NICOLE NEUBURGER"
"192",485,"NEUBURGER PLACE NICOLE NEUBURGER","Périmétre : Périmetre Elémentaire Léo Lagrange Tout le cété pair et tout le cété impair","NEUBURGER","PLACE NICOLE NEUBURGER"
"193",491,"NOEMIE RUE NOEMIE","Périmétre : Périmetre Elémentaire Camille Claudel Tout le cété pair et tout le cété impair","NOEMIE","RUE NOEMIE"
"194",494,"NOUE CAILLET CENTRE COM LA NOUE CAILLET","Périmétre : Périmétre Elémentaire Noue Caillet Albert Camus Tout le cété pair et tout le cété impair","NOUE","CAILLET CENTRE COM LA NOUE CAILLET"
"195",497,"ORCHIDEES ALLEE DES ORCHIDEES","Périmétre : Périmetre Maternelle Léo Lagrange Tout le cété pair et tout le cété impair","ORCHIDEES","ALLEE DES ORCHIDEES"
"196",502,"PAIN RUE ODETTE PAIN","Périmétre : Périmetre Maternelle Jean Zay Tout le cété pair et tout le cété impair \ |","PAIN","RUE ODETTE PAIN"
"197",509,"PAIN RUE ODETTE PAIN 1 7","Périmétre : Périmétre Elémentaire Noue Caillet Albert Camus Tout le cété pair et tout le cote impair J","PAIN","RUE ODETTE PAIN 1 7"
"198",511,"PAIX ALLEE DE LA PAIX","Périmétre : Périmetre Elémentaire Jules Ferry Jean Rostand Tout le cété pair et tout le coté impair","PAIX","ALLEE DE LA PAIX"
"199",512,"PAIX ALLEE DE LA PAIX","Périmétre : Périmetre Maternelle Jules Ferry Tout le cété pair et tout le cdté impair","PAIX","ALLEE DE LA PAIX"
"200",515,"PANURGE RUE DE PANURGE","Périmétre : Périmetre Maternelle Terre Saint Blaise Tout le cdté pair et tout le cdté impair","PANURGE","RUE DE PANURGE"
"201",516,"PANURGE RUE DE PANURGE","Périmétre : Périmétre A.Césaire/A.Boulloche Tout le cété pair et tout le cdté impair","PANURGE","RUE DE PANURGE"
"202",518,"PAQUERETTES ALLEE DES PAQUERETTES","Périmétre : Périmetre Elémentaire Léo Lagrange Tout le cdté pair et tout le cété impair","PAQUERETTES","ALLEE DES PAQUERETTES"
"203",522,"PARISIENNE AVENUE DE LA PARISIENNE","Périmétre : Périmeétre Elémentaire Louis Pasteur Cété pair allant des n° 2 a 28 et cété impair sans les n°","PARISIENNE","AVENUE DE LA PARISIENNE"
"204",523,"PARISIENNE AVENUE DE LA PARISIENNE","Périmétre : Périmetre Maternelle Pasteur Cété pair allant des n° 2 a 28 et cdté impair sans les n°","PARISIENNE","AVENUE DE LA PARISIENNE"
"205",524,"PARISIENNE AVENUE DE LA PARISIENNE","Périmétre : Périmetre Maternelle Olympe de Gouges Cété pair allant des n° 30 a 34 et tout le coté impair","PARISIENNE","AVENUE DE LA PARISIENNE"
"206",525,"PARISIENNE AVENUE DE LA PARISIENNE","Périmétre : Périmetre Elémentaire Olympe de Gouges Cété pair allant des n° 30 a 34 et tout le cété impair","PARISIENNE","AVENUE DE LA PARISIENNE"
"207",527,"PARISIENNE IMPASSE DE LA PARISIENNE","Périmétre : Périmetre Maternelle Pasteur Cété pair allant des n° 2 a 28 et cdté impair sans les n°","PARISIENNE","IMPASSE DE LA PARISIENNE"
"208",528,"PARISIENNE IMPASSE DE LA PARISIENNE","Périmétre : Périmétre Elémentaire Louis Pasteur Tout le cété pair et tout le cdté impair","PARISIENNE","IMPASSE DE LA PARISIENNE"
"209",530,"PARKS RUE ROSA PARKS","Périmétre : Périmetre Elementaire Leo Lagrange Tout le cété pair et tout le cété impair","PARKS","RUE ROSA PARKS"
"210",532,"PARMENTIER VILLA PARMENTIER","Périmétre : Périmetre Elémentaire R.Salengro J.Bethinger Tout le cété pair et tout le cété impair","PARMENTIER","VILLA PARMENTIER"
"211",533,"PARMENTIER VILLA PARMENTIER","Périmétre : Périmetre Maternelle Alain Savary Roger Salengr Tout le cété pair et tout le coté impair","PARMENTIER","VILLA PARMENTIER"
"212",535,"PASSE AUX DAIMS ALLEE DE LA PASSE AUX DAIMS","Périmétre : Périmétre A.Césaire/A.Boulloche Tout le cété pair et tout le cété impair","PASSE","AUX DAIMS ALLEE DE LA PASSE AUX DAIMS"
"213",536,"PASSE AUX DAIMS ALLEE DE LA PASSE AUX DAIMS","Périmétre : Périmetre Maternelle Terre Saint Blaise Tout le cété pair et tout le cété impair","PASSE","AUX DAIMS ALLEE DE LA PASSE AUX DAIMS"
"214",538,"PASTEUR AVENUE PASTEUR","Périmétre : Périmetre Maternelle Camille Claudel Cété pair allant des n° 2 a 14 et cdté impair allant des n° 1 a 23","PASTEUR","AVENUE PASTEUR"
"215",539,"PASTEUR AVENUE PASTEUR","Périmétre : Périmetre Elementaire Camille Claudel Cété pair allant des n° 2 a 14 et cdté impair allant des n° 1 a 23","PASTEUR","AVENUE PASTEUR"
"216",540,"PASTEUR AVENUE PASTEUR","Périmétre : Périmetre Maternelle Léo Lagrange Cété pair allant des n° 16 a 998 et cdté impair allant des n° 25 a 999","PASTEUR","AVENUE PASTEUR"
"217",541,"PASTEUR AVENUE PASTEUR","Périmétre : Périmetre Elémentaire Léo Lagrange Cété pair allant des n° 16 a 998 et cdté impair allant des n° 25 a 999","PASTEUR","AVENUE PASTEUR"
"218",543,"PAUL RUE MARCEL PAUL","Périmétre : Périmetre Maternelle Pierre Curie Tout le cété pair et tout le cété impair","PAUL","RUE MARCEL PAUL"
"219",544,"PAUL RUE MARCEL PAUL","Périmétre : Périmétre Elémentaire Pierre Curie Tout le cété pair et tout le cété impair","PAUL","RUE MARCEL PAUL"
"220",547,"PENSEES ALLEE DES PENSEES","Périmétre : Périmetre Maternelle Léo Lagrange Tout le cété pair et tout le cété impair","PENSEES","ALLEE DES PENSEES"
"221",549,"PEUPLIERS RUE DES PEUPLIERS","Périmétre : Périmétre Elémentaire Pierre Curie Tout le cété pair et tout le cété impair","PEUPLIERS","RUE DES PEUPLIERS"
"222",552,"PHILOSOPHIE RUE DE LA PHILOSOPHIE","Périmétre : Périmetre Maternelle Pierre Curie Tout le cété pair et tout le cété impair","PHILOSOPHIE","RUE DE LA PHILOSOPHIE"
"223",553,"PHILOSOPHIE RUE DE LA PHILOSOPHIE","Périmétre : Périmeétre Elementaire Pierre Curie Tout le cété pair et tout le cété impair","PHILOSOPHIE","RUE DE LA PHILOSOPHIE"
"224",555,"PICROCHOLE RUE PICROCHOLE","Périmétre : Périmétre A.Césaire/A.Boulloche Tout le cété pair et tout le cété impair","PICROCHOLE","RUE PICROCHOLE"
"225",556,"PICROCHOLE RUE PICROCHOLE","Périmétre : Périmetre Maternelle Terre Saint Blaise Tout le cété pair et tout le cdté impair","PICROCHOLE","RUE PICROCHOLE"
"226",563,"PINGUET VILLA PINGUET","Périmétre : Périmetre Maternelle Alain Savary Roger Salengr Tout le cété pair et tout le cété impair","PINGUET","VILLA PINGUET"
"227",564,"PINGUET VILLA PINGUET","Périmétre : Périmetre Elémentaire R.Salengro J.Béthinger Tout le cété pair et tout le cété impair","PINGUET","VILLA PINGUET"
"228",566,"PLAISANCE RUE DE PLAISANCE","Périmétre : Périmetre Elementaire Jules Ferry Jean Rostand Tout le cété pair et tout le cote impair","PLAISANCE","RUE DE PLAISANCE"
"229",567,"PLAISANCE RUE DE PLAISANCE","-Périmétre : Périmetre Maternelle Henri Sellier Tout le cété pair et tout le cote impair","PLAISANCE","RUE DE PLAISANCE"
"230",570,"PLATANES AVENUE DES PLATANES","Périmétre : Périmetre Maternelle Pierre Curie Tout le cété pair et tout le cété impair","PLATANES","AVENUE DES PLATANES"
"231",571,"PLATANES AVENUE DES PLATANES","Périmétre : Périmétre Elémentaire Pierre Curie Tout le cété pair et tout le cété impair","PLATANES","AVENUE DES PLATANES"
"232",575,"-POLLISSARD RUE AUGUSTE POLLISSARD .","Périmétre : Périmétre Elémentaire Guillaume Apollinaire Tout le c6té pair et tout le cdté impair }","-POLLISSARD","RUE AUGUSTE POLLISSARD ."
"233",577,"PONT RAMPE DU PONT","Périmétre : Périmétre Elémentaire Pierre Curie Tout le cété pair et tout le coté impair","PONT","RAMPE DU PONT"
"234",580,"POQUE ALLEE POQUE","Périmétre : Périmetre Maternelle Henri Sellier Tout le cété pair et tout le cété impair","POQUE","ALLEE POQUE"
"235",581,"POQUE ALLEE POQUE","Périmétre : Périmetre Elémentaire Jules Ferry Jean Rostand Tout le cété pair et tout le cété impair","POQUE","ALLEE POQUE"
"236",587,"POTTIER ALLEE POTTIER","Périmétre : Périmetre Elémentaire Léo Lagrange Tout le cété pair et tout le cdété impair","POTTIER","ALLEE POTTIER"
"237",589,"POTTIER IMPASSE FERNAND POTIER","Périmétre : Périmetre Guillaume Apollinaire Tout le cété pair et tout le cété impair","POTTIER","IMPASSE FERNAND POTIER"
"238",591,"PRESSENSE RUE DE PRESSENSE","Périmétre : Périmetre Elémentaire Léo Lagrange Tout le cété pair et tout.le cété impair","PRESSENSE","RUE DE PRESSENSE"
"239",592,"PRESSENSE RUE DE PRESSENSE","Périmétre : Périmetre Maternelle Léo Lagrange Tout le cété pair et tout le cote impair","PRESSENSE","RUE DE PRESSENSE"
"240",594,"PRIMEVERES ALLEE DES PRIMEVERES","Périmétre : Périmetre Maternelle Camille Claudel Tout le cdté pair et tout le cété impair","PRIMEVERES","ALLEE DES PRIMEVERES"
"241",596,"PRIMEVERES ALLEE DES PRIMEVERES","Périmétre : Périmetre Elementaire Camille Claudel Tout le cété pair et tout le cdté impair","PRIMEVERES","ALLEE DES PRIMEVERES"
"242",598,"PROFESSEUR VAILLAN RUE DU PROFESSEUR VAILLANT","Périmétre : Périmetre Elementaire Jules Ferry Jean Rostand Tout le cété pair et tout le coté impair","PROFESSEUR","VAILLAN RUE DU PROFESSEUR VAILLANT"
"243",599,"PROFESSEUR VAILLAN RUE DU PROFESSEUR VAILLANT","Périmétre : Périmetre Maternelle Henri Sellier Tout le cété pair et tout le cété impair","PROFESSEUR","VAILLAN RUE DU PROFESSEUR VAILLANT"
"244",601,"PROGRES RUE DU PROGRES","Périmétre : Périmetre Elementaire Jules Ferry Jean Rostand Tout le cdté pair et tout le cété impair","PROGRES","RUE DU PROGRES"
"245",602,"PROGRES RUE DU PROGRES","Périmétre : Périmetre Maternelle Henri Sellier Tout le cété pair et tout le cété impair","PROGRES","RUE DU PROGRES"
"246",605,"QUATORZE JUILLET AVENUE DU QUATORZE JUILLET","Périmétre : Périmetre Elémentaire Olympe de Gouges Cété pair sans les n° et cdté impair allant des n° 45 a 999","QUATORZE","JUILLET AVENUE DU QUATORZE JUILLET"
"247",606,"QUATORZE JUILLET AVENUE DU QUATORZE JUILLET","Périmétre : Périmétre Elémentaire Louis Pasteur Cété pair sans les n° et cdté impair allant des n° 1 a 43","QUATORZE","JUILLET AVENUE DU QUATORZE JUILLET"
"248",609,"QUATRE SEPTEMBRE RUE DU QUATRE SEPTEMBRE","Périmétre : Périmetre Maternelle Pasteur Tout le cété pair et tout le cété impair","QUATRE","SEPTEMBRE RUE DU QUATRE SEPTEMBRE"
"249",616,"RABELAIS RUE RABELAIS","Périmétre : Périmétre A.Césaire/A.Boulloche Tout le cdté pair et tout le cété impair","RABELAIS","RUE RABELAIS"
"250",619,"RACINE ALLEE RACINE","Périmétre : Périmetre Elémentaire Jules Ferry Jean Rostand Toutle cété pair et tout le coté impair","RACINE","ALLEE RACINE"
"251",625,"RAPHAEL ALLEE RAPHAEL","Périmétre : Périmetre Elémentaire R.Salengro J.Béthinger Tout le cété pair et tout le cété impair","RAPHAEL","ALLEE RAPHAEL"
"252",626,"RAPHAEL ALLEE RAPHAEL","Périmétre : Périmetre Maternelle Alain Savary Roger Salengr Tout le cété pair et tout le céte impair","RAPHAEL","ALLEE RAPHAEL"
"253",632,"REGALE ALLEE DE LA REGALE","Périmétre : Périmetre Maternelle Léo Lagrange Tout le cété pair et tout le cété impair","REGALE","ALLEE DE LA REGALE"
"254",640,"RENE CHAR RUE RENE CHAR","Périmétre : Périmetre Maternelle Pierre Curie Tout le cété pair et tout le cété impair","RENE","CHAR RUE RENE CHAR"
"255",641,"RENE CHAR RUE RENE CHAR","Périmétre : Périmétre Elémentaire Pierre Curie Tout le cété pair et tout le cété impair","RENE","CHAR RUE RENE CHAR"
"256",650,"REPUBLIQUE AVENUE DE LA REPUBLIQUE","Périmétre : Périmetre Maternelle Alain Savary Roger Salengr Tout le cété pair et tout le cété impair","REPUBLIQUE","AVENUE DE LA REPUBLIQUE"
"257",652,"REPUBLIQUE COURS DE LA REPUBLIQUE","Périmétre : Périmetre Elémentaire R.Salengro J.Béthinger Tout le cété pair et tout le cété impair","REPUBLIQUE","COURS DE LA REPUBLIQUE"
"258",653,"REPUBLIQUE COURS DE LA REPUBLIQUE","Périmétre : Périmetre Maternelle Alain Savary Roger Salengr: Tout le cété pair et tout le coté impair","REPUBLIQUE","COURS DE LA REPUBLIQUE"
"259",659,"RIMBAUD RUE ARTHUR RIMBAUD","Périmétre : Périmetre Guillaume Apollinaire Tout le cdté pair et tout le cété impair","RIMBAUD","RUE ARTHUR RIMBAUD"
"260",669,"BENHAMOU AVENUE MAURICE BENHAMOU","Périmétre : Périmetre Elementaire Olympe de Gouges Tout le cdté pair et tout le cote impair","BENHAMOU","AVENUE MAURICE BENHAMOU"
"261",674,"BERLIOZ ALLEE HECTOR BERLIOZ","Périmétre : Périmetre Elémentaire R.Salengro J.Béthinger Tout le cété pair et tout le coté impair","BERLIOZ","ALLEE HECTOR BERLIOZ"
"262",675,"BERLIOZ ALLEE HECTOR BERLIOZ","Périmétre : Périmetre Maternelle Alain Savary Roger Salengrc Tout le cété pair et tout le coté impair","BERLIOZ","ALLEE HECTOR BERLIOZ"
"263",677,"BERTHELOT RUE MARCELIN BERTHELOT","Périmétre : Périmetre Maternelle Léo Lagrange Tout le cdté pair et tout le cété impair","BERTHELOT","RUE MARCELIN BERTHELOT"
"264",678,"BERTHELOT RUE MARCELIN BERTHELOT","Périmétre : Périmetre Elémentaire Léo Lagrange Tout le cété pair et tout le cété impair","BERTHELOT","RUE MARCELIN BERTHELOT"
"265",682,"BLANQUI RUE LOUIS AUGUSTE BLANQUI","Périmétre : Périmetre Maternelle Camille Claudel Cété pair allant des n° 68 a 98 et cdté impair allant des n° 69 a 77","BLANQUI","RUE LOUIS AUGUSTE BLANQUI"
"266",683,"BLANQUI RUE LOUIS AUGUSTE BLANQUI","Périmétre : Périmetre Elémentaire Camille Claudel Cété pair allant des n° 68.4 98 et cdté impair allant des n° 69 a 77","BLANQUI","RUE LOUIS AUGUSTE BLANQUI"
"267",684,"BLANQUI RUE LOUIS AUGUSTE BLANQUI","Périmétre : Périmetre Elémentaire Jules Ferry Jean Rostand Cété pair allant des n° 102 A 999 et cété impair allant des n° 79 a 99¢","BLANQUI","RUE LOUIS AUGUSTE BLANQUI"
"268",687,"BLERIOT AVENUE BLERIOT","Périmétre : Périmetre Elémentaire R.Salengro J.Béthinger Tout le cété pair et tout le cété impair","BLERIOT","AVENUE BLERIOT"
"269",688,"BLERIOT AVENUE BLERIOT","Périmétre : Périmetre Maternelle Alain Savary Roger Salengr Tout le cété pair et tout le cote impair","BLERIOT","AVENUE BLERIOT"
"270",691,"BLERIOT SENTE BLERIOT .","Périmétre : Périmetre Maternelle Alain Savary Roger Salengr Tout le cété pair et tout le cété impair","BLERIOT","SENTE BLERIOT ."
"271",694,"BLUM AVENUE LEON BLUM","Périmétre : Périmétre Elémentaire Noue Caillet Albert Camus Cdté pair allant des n° 2 a14et cété impair allant des n° 1a 17 ah","BLUM","AVENUE LEON BLUM"
"272",695,"BLUM AVENUE LEON BLUM","Périmétre : Périmetre Maternelle Terre Saint Blaise Cété pair allant des n° 16 a 998 et cété impair allant des n° 19 a 999 } oe","BLUM","AVENUE LEON BLUM"
"273",696,"BLUM AVENUE LEON BLUM","Périmétre : Périmétre A.Césaire/A.Boulloche Cété pair allant des n° 16 a 998 et cété impair allant desn°19a999) ©","BLUM","AVENUE LEON BLUM"
"274",699,"BOILEAU ALLEE BOILEAU","Périmétre : Périmetre Elémentaire Jules Ferry Jean Rostand Tout le cété pair et tout le cété impair","BOILEAU","ALLEE BOILEAU"
"275",701,"BON AIR RUE DU BONAIR","Périmétre : Périmetre Maternelle Terre Saint Blaise Tout le cété pair et tout le cété impair","BON","AIR RUE DU BONAIR"
"276",702,"BON AIR RUE DU BONAIR","Périmétre : Périmétre A.Césaire/A.Boulloche Tout le cété pair et tout le c6té impair","BON","AIR RUE DU BONAIR"
"277",705,"BONDY RUE DE BONDY","Périmétre : Périmetre Maternelle Pierre Curie Tout le cdté pair et tout le cété impair","BONDY","RUE DE BONDY"
"278",711,"BORDIER RUE BORDIER","Périmétre : Périmetre Maternelle Alain Savary Roger Salengr« Tout le cété pair et tout le cété impair","BORDIER","RUE BORDIER"
"279",713,"BOREL RUE BOREL","Périmétre : Périmétre Elémentaire Louis Pasteur Tout le cété pair et tout le cété impair","BOREL","RUE BOREL"
"280",719,"RIMBAUD PLACE ARTHUR RIMBAUD","Périmétre : Périmetre Eleémentaire Guillaume Apollinaire Tout le cété pair et tout le cété impair","RIMBAUD","PLACE ARTHUR RIMBAUD"
"281",721,"ROGER RUE PAULINE ROGER","Périmétre : Périmétre Elémentaire Pierre Curie Tout le cdté pair et tout le cété impair","ROGER","RUE PAULINE ROGER"
"282",722,"ROGER RUE PAULINE ROGER","Périmétre : Périmetre Maternelle Pierre Curie Tout le cété pair et tout le cdété impair","ROGER","RUE PAULINE ROGER"
"283",728,"ROSES ALLEE DES ROSES","Périmétre : Périmétre Elémentaire Noue Caillet Albert Camus Tout le cote pair et tout le cdété impair","ROSES","ALLEE DES ROSES"
"284",730,"ROSNY AVENUE DE ROSNY : J S","Périmétre : Périmetre Maternelle Mainguy "" Coté pair allant des n° 1 a 184 et cété impair allant desn°1a185 } /","ROSNY","AVENUE DE ROSNY  J S"
"285",731,"ROSNY AVENUE DE ROSNY : J S","Périmétre : Périmétre Eleémentaire Mainguy/Guehenno Cété pair allant des n° 2 a 184 et cdté impair allant des n° 1 a 185 ~","ROSNY","AVENUE DE ROSNY  J S"
"286",732,"ROSNY AVENUE DE ROSNY : J S","Périmétre : Périmetre Elémentaire R.Salengro J.Béthinger Cété pair allant des n° 186 a 998 et cdté impair allant des n° 186 a\9¢ cy","ROSNY","AVENUE DE ROSNY  J S"
"287",733,"ROSNY AVENUE DE ROSNY : J S","Périmétre : Périmetre Maternelle Alain Savary Roger Salengr Cété pair allant des n° 186 a 999 et cété impair allant des n° 187 a 9¢_/","ROSNY","AVENUE DE ROSNY  J S"
"288",735,"ROUGET DE L'ISLE AVENUE ROUGET DE L'ISLE ;","Périmétre : Périmetre Elémentaire R.Salengro J.Béthinger Tout le cété pair et tout le cdété impair","ROUGET","DE L'ISLE AVENUE ROUGET DE L'ISLE ;"
"289",736,"ROUGET DE L'ISLE AVENUE ROUGET DE L'ISLE ;","Périmétre : Périmetre Maternelle Alain Savary Roger Salengr Tout le cété pair et tout le cété impair","ROUGET","DE L'ISLE AVENUE ROUGET DE L'ISLE ;"
"290",738,"ROUSSEAU RUE JEAN JACQUES ROUSSEAU","Périmétre : Périmétre Elémentaire Noue Caillet Albert Camus Tout le cété pair et tout le céte impair","ROUSSEAU","RUE JEAN JACQUES ROUSSEAU"
"291",739,"ROUSSEAU RUE JEAN JACQUES ROUSSEAU","Périmétre : Périmetre Maternelle Jean Zay Tout le cété pair et tout le cété impair","ROUSSEAU","RUE JEAN JACQUES ROUSSEAU"
"292",741,"RULHIERE ALLEE RULHIERE ;","Périmétre : Périmétre Elémentaire Mainguy/Guehenno Tout le cété pair et tout le cété impair","RULHIERE","ALLEE RULHIERE ;"
"293",744,"SAINT LOUIS RUE SAINT LOUIS","Périmétre : Périmétre Elémentaire Pierre Curie Tout le cété pair et tout le cété impair","SAINT","LOUIS RUE SAINT LOUIS"
"294",751,"SAINTE BARBE RUE SAINTE BARBE","Périmétre : Périmétre Elémentaire Mainguy/Guehenno Tout le cété pair et tout le cété impair","SAINTE","BARBE RUE SAINTE BARBE"
"295",754,"SAINTE BARBE RUELLE SAINTE BARBE","Périmétre : Périmetre Maternelle Mainguy Tout le cété pair et tout le cété impair","SAINTE","BARBE RUELLE SAINTE BARBE"
"296",756,"SALENGRO RUE ROGER SALENGRO","Périmétre : Périmetre Maternelle Alain Savary Roger Salengr Cété pair allant des n° 2 a 998 et cété impair allant des n° 31 a 999","SALENGRO","RUE ROGER SALENGRO"
"297",761,"SAN MARTIN ALLEE SAN MARTIN","Périmétre : Périmetre Maternelle Terre Saint Blaise Tout le cété pair et tout le cété impair","SAN","MARTIN ALLEE SAN MARTIN"
"298",762,"SAN MARTIN ALLEE SAN MARTIN","Périmétre : Périmetre A.Césaire/A.Boulloche Tout le cété pair et tout le cété impair","SAN","MARTIN ALLEE SAN MARTIN"
"299",771,"SAND ALLEE GEORGES SAND","Périmétre : Périmetre Elémentaire Léo Lagrange Tout le cété pair et tout le cdté impair","SAND","ALLEE GEORGES SAND"
"300",774,"SARTRE RUE JEAN PAUL SARTRE","Périmétre : Périmétre Elémentaire Guillaume Apollinaire Tout le cété pair et tout le cété impair","SARTRE","RUE JEAN PAUL SARTRE"
