objectid;idtup;idprocpte;idprocpt_l;idcom;idcomtxt;ccodep;typetup;npar;idpar_l;dcntpa;ctpdl;jannatmin;jannatmax;jannatminh;jannatmaxh;nsuf;ssuf;cgrnumd;cgrnumdtxt;dcntarti;dcntnaf;dcnt01;dcnt02;dcnt03;dcnt04;dcnt05;dcnt06;dcnt07;dcnt08;dcnt09;dcnt10;dcnt11;dcnt12;dcnt13;nlocal;nloccom;nloccomrdc;nloccomter;ncomtersd;nloccomsec;nlocdep;nlocburx;tlocdomin;nbat;nlogh;nloghmais;nloghappt;npevph;stoth;stotdsueic;nloghvac;nloghmeu;nloghloue;nloghpp;nloghautre;nloghnonh;nloghvac2a;nloghvac5a;nmediocre;nloghlls;stotd;sprincp;ssecp;ssecncp;sparkp;sparkncp;slocal;nparcopro;ncp;catpro2;catpro2txt;catpro3;catpropro2;catproges2;locprop;locproptxt;split_uf;nparloc;nvecteur;ncontour;rnb_id_l;rnb_n;rnb_emp;idcopro;num_immat;date_immat;date_lastm;last_syndi;admin_prov;syndic_pro;idtup_2;source;typeapp;copro_tup;copro_ff;commune;dep;nepci;nom_epci;an_const;nbat_cop;nlocal_cop;nlogh_cop;slocal_2;slogh;nloghmais_2;nloghappt_2;nrp;nrplp;nrpls;nrppo;nrpa;nrs;nmeub;nnr;nloghvac_2;nloghvac2a_2;nloghvac5a_2;nb_t1;nb_t2;nb_t3;nb_t4;nb_t5;n_pers_mor;nprop;nproplog;nlogh_prop;lovac;lovac_5a;translogh8;tr_appt8a;ind_marche;ndpemais;ndpemaisfg;ndpeappt;ndpeapptfg;dpe_imm_l;typ_syndic;repre_lega;code_ape;com_rl;mandat;dfinmandat;nom_usage;adress_ref;ad_compl1;ad_compl2;ad_compl3;nb_adr_com;date_reg;res_servic;syndic_coo;syndic_p_s;immat_p;nb_asl;nb_aful;nb_unions;tot_lots;lots_hbc;lots_hab;lots_stat;ar_sante;ar_perilpc;ar_equipc;p_constr;insee_com;prefixe;section_c;num_parcel;insee_com1;prefixe1;section1;num_parc_1;insee_com2;prefixe2;section2;num_parc_2;nb_parcell;mdt_ah_en_;ordo_caren;exe_compta;deb_exe_co;fin_exe_co;dte_ag_cpt;charge_ope;charge_tr_;dette_four;dette_copr;nb_copro_3;mont_trava;employe_sy;an_fin_con;dpe_a;dpe_b;dpe_c;dpe_d;dpe_e;dpe_f;dpe_g;dpe_indet;typchauffa;chauf_urba;nrj_non_ur;pluri_trav;date_pluri;ind_risque;tx_fiab_do;nb_ascensc;ident_ign;nlogement;anciennete;hori_vert;part_loc;idpar_l_2;idbat_l;multimill;rnb_id_l_2;rnb_n_2;rnb_emp_2;geom_rnic_;geom_rnic1;geom_ff_x;geom_ff_y;ref_geom_x;ref_geom_y;immat;abssynd_2a;abs_miseaj;pres_adpro;carence;mand_ad_ho;syndic_sec;pres_asl;pres_aful;struc_emp;syndbene_2;part_log;log_min;domi_loc;part_hlm;domi_hlm;prop_80a;prop_80a_3;pb_extd;pb_extd50;part_sci;part_sci_3;prop_30a;prop_30a_3;pdeb3_prop;deb3_prop;evol_deb3;p_impayes_;impayes_bu;evol_impay;p_dette_fo;dette_fo_1;char_chauf;char_cha_1;char_haut;part_vac_5;vac5a_5;part_vente;rotation;decrochage;adjudi;adjudi_3;copro_qpv;ppom_25;part_acc_a;part_acc_1;psurocc_le;surocc_leg;po_80a;po_80a50;part_all;part_all_5;pres_arr;cons_all;pres_dpeba;dpelogfg_1;nmediocre_2;pres_cc_7_;note_gest;note_finan;note_march;note_occup;note_bati;note_glob;nature_fra;nb_ind_glo;nb_ind_ges;nb_ind_fin;nb_ind_mar;nb_ind_occ;nb_ind_bat;classe_fra;st_area(shape);st_perimeter(shape);energieurbs;dpeurbs;inscription_cc;date_insc_cc;acte_sare_cc;a1_cc;a2_cc;a4_cc;sare_recent_cc;energie;dpe;concat_dpe_r;x;y
"9 885";93010000AP0179;93010*00743;"[""93010*00743""]";93010;BONDY;93;SIMPLE;"1";"[""93010000AP0179""]";"2 131";CL;"1 965";"1 965";"1 965";"1 965";"1";"2 131";13;SOL;"2 131";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2 131";"72";"0";"0";"0";"0";"0";"48";"0";DEPENDANCE;"1";"24";"0";"24";"24";"1 521";"0";"3";"0";"6";"14";"1";"0";"0";"0";"0";"0";"404";"0";"0";"0";"0";"0";"1 925";"1";"27";G2;PROPRIETE DIVISEE EN LOT;G2a G2d;G2;G2;2;MEME DEPARTEMENT;;"1";"1";"1";"[""91QD22PGCRQH"",""EV72ZN6H13D9"",""K4R6PGB9QZ76""]";"3";"519";RNC_AE3517836;AE3517836;2019-01-29 00:00:00.0;2022-01-03 00:00:00.0;FONCIA CHADEFAUX LECOQ 59202763500032;non;non;93010000AP0179;Copropriété immatriculée;3_2;"1";OUI;"93 010";"93";"200 054 781";Métropole du Grand Paris;"1 965";"1";"72";"24";"1 925";"1 521";"0";"24";"21";"6";"0";"14";"1";"0";"0";"0";"3";"0";"0";"0";"15";"8";"1";"0";"0";"26";"24";"1";"3";"0";"12";11;-23.00;"0";"0";"7";"3";;professionnel;FONCIA CHADEFAUX LECOQ 59202763500032;6831Z;AUBERVILLIERS;Mandat en cours;2025-12-31 00:00:00.0;251 A 255 ED. VAILLANT - BONDY;251 r edouard vaillant 93140 Bondy;253 r edouard vaillant 93140 Bondy;251 r edouard vaillant 93140 Bondy;255 r edouard vaillant 93140 Bondy;3;1964-11-30 00:00:00.0;non;non;oui;non connu;0;0;0;60;24;24;12;0;0;0;DE_1961_A_1974;;;;;;;;;;;;;0;non;non connu;non;2020-07-01 00:00:00.0;2021-06-30 00:00:00.0;16/12/2021;88884.0;0.0;7339.0;30104.0;15;12841.0;non;1964;0;0;0;0;0;0;0;3;collectif;oui;fioul_domestique;Non renseigné;Non renseigné;non connu;non connu;0;ADRNIVX_0000000268272677;"24";DE_1961_A_1974;V;"0,286";{93010000AP0179};{93010000AP0179A};2_RNIC_FF;91QD22PGCRQH,EV72ZN6H13D9,K4R6PGB9QZ76;"3";"519";663125.4793249619;6866106.807669308;"663 147,461";"6 866 119,667";"663 125,479";"6 866 106,808";"0";0;1;0;"0";"0";0;0;0;0;0;1;"0";"0";0;"0";"8";"0";"67";"0";"0";"0";"13";"0";0.5769230769230769;1;0;0.33868862787453309932;1;0;0.08256829125601908105;0;3703.5000000000000000;;1;0;"0";"0,5";"0";1;"0";"0";"0";"1";"-1";"0";"-1";"0";"7";"0";-1;"0";0;"0";"0";"1";"0";"0";"1,429";5;2.2222222222222223;2.5;"5";"2,692";mixte;"26";"9";"5";"5";"5";"2";a surveiller;"2 139,547";"228,768";Fioul;F;;;;;;;;fioul;F;;;
"9 967";93010000AQ0079;93010*00637;"[""93010*00637""]";93010;BONDY;93;SIMPLE;"1";"[""93010000AQ0079""]";"166";CL;"1 930";"1 930";"1 930";"1 930";"1";"166";13;SOL;"166";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"166";"6";"0";"0";"0";"0";"0";"0";"0";APPARTEMENT;"1";"6";"0";"6";"6";"207";"0";"1";"0";"4";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"207";"1";"7";G2;PROPRIETE DIVISEE EN LOT;G2a;G2;99;1;MEME COMMUNE;;"1";"1";"1";"[""WDGBRZT25KXD""]";"1";"131";RNC_AF5548169;AF5548169;2019-09-17 00:00:00.0;2019-09-17 00:00:00.0;non connu;non connu;non connu;93010000AQ0079;Copropriété immatriculée;1_1;"1";OUI;"93 010";"93";"200 054 781";Métropole du Grand Paris;"1 930";"1";"6";"6";"207";"207";"0";"6";"5";"4";"0";"1";"0";"0";"0";"0";"1";"0";"0";"1";"3";"2";"0";"0";"0";"6";"6";"1";"1";"0";"5";3;-67.00;"0";"0";"4";"3";;non connu;non connu;non connu;non connu;Pas de mandat en cours;non connu;SDC 200 RUE EDOUARD VAILLANT;200 r edouard vaillant 93140 Bondy;non connu;non connu;non connu;0;1998-08-26 00:00:00.0;non;non connu;oui;non connu;;;;25;9;9;0;0;0;0;non renseigné;93010;000;AQ;0079;;;;;;;;;1;non;non connu;non renseigné;non connu;non connu;non connu;;;;;;;non renseigné;non renseigné;0;0;0;0;0;0;0;25;non renseigné;non renseigné;non renseigné;Non renseigné;Non renseigné;non connu;non connu;;ADRNIVX_0000000268271793;"6";AVANT_1949;V;"0,8";{93010000AQ0079};{93010000AQ0079A};2_RNIC_FF;WDGBRZT25KXD;"1";"131";662951.0709108876;6866133.830986402;"662 950,342";"6 866 126,758";"662 951,071";"6 866 133,831";"0";1;1;;"0";"0";0;;;;;1;"0";"0";0;"0";"0";"0";"25";"1";"0";"0";"50";"1";;;;;;;;;;;;0;"0";"0,833";"1";1;"1";"1";"0";"0";"-1";"0";"-1";"0";"0";"0";-1;"1";0;"0";"0";"1";"0";"0";"4,706";;6.666666666666667;3.3333333333333335;"5";"5";marche;"18";"7";"0";"5";"4";"2";présumée fragile;"166,037";"51,524";Gaz;D;oui;18/01/2022;;;;;;gaz;D;;;
"9 987";93010000AQ0102;93010*00811;"[""93010*00811""]";93010;BONDY;93;SIMPLE;"1";"[""93010000AQ0102""]";"213";CL;"1 927";"1 988";"1 927";"1 988";"1";"213";13;SOL;"213";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"213";"3";"0";"0";"0";"0";"0";"1";"0";MAISON;"2";"2";"2";"0";"2";"125";"87";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"8";"0";"0";"0";"0";"0";"220";"1";"3";G2;PROPRIETE DIVISEE EN LOT;G2a;G2;99;1;MEME COMMUNE;;"1";"1";"1";"[""394ZBTZXMJR6""]";"1";"114";FF_93010000AQ0102;;;;;;;93010000AQ0102;Copropriété non immatriculée;;"0";;"93 010";"93";"200 054 781";Métropole du Grand Paris;"1 927";"2";"3";"2";"220";"212";"2";"0";"2";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"2";"2";"1";"0";"0";"2";;;"0";"0";"0";"0";;;;;;;;;1 RUE GEORGES GRAFF, BONDY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";AVANT_1949;H;"0";{93010000AQ0102};{93010000AQ0102A,93010000AQ0102B};2_FF;394ZBTZXMJR6;"1";"114";;;"663 005,683";"6 866 111,225";"663 005,683";"6 866 111,225";"1";;;;"0";"0";;;;;;1;"0";"0";0;"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;0;"0";"1";"1";;"0";"0";"0";"1";"-1";"-1";"-1";"-1";"0";"0";-1;"-1";;"-1";"0";"0";"0";"0";"3,333";;1.4285714285714286;6.25;"0";"3,75";occup;"13";"4";"0";"4";"5";"0";présumée fragile;"214,538";"60,919";Gaz;E;;;;;;;;gaz;;;;
"9 999";93010000AQ0114;93010*00509;"[""93010*00509""]";93010;BONDY;93;SIMPLE;"1";"[""93010000AQ0114""]";"272";CL;"1 900";"1 933";"1 900";"1 933";"1";"272";13;SOL;"272";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"272";"3";"0";"0";"0";"0";"0";"1";"0";MAISON;"2";"2";"2";"0";"2";"104";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"12";"0";"0";"0";"0";"0";"116";"1";"3";G2;PROPRIETE DIVISEE EN LOT;G2a;G2;99;1;MEME COMMUNE;;"1";"1";"1";"[""PBW7B4SXF42Y"",""4KV57GPM6964""]";"2";"96";RNC_AF2208890;AF2208890;2019-05-27 00:00:00.0;2019-05-27 00:00:00.0;non connu;non connu;non connu;93010000AQ0114;Copropriété immatriculée;1_1;"1";OUI;"93 010";"93";"200 054 781";Métropole du Grand Paris;"1 900";"2";"3";"2";"116";"104";"2";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"2";"2";"1";"1";"0";"2";0;;"0";"0";"0";"0";;non connu;non connu;non connu;non connu;Pas de mandat en cours;non connu;20 Avenue des Sciences;20 av des sciences 93140 Bondy;non connu;non connu;non connu;0;1955-08-24 00:00:00.0;non;non connu;oui;non connu;;;;2;2;2;0;0;0;0;non renseigné;93010;000;AQ;0114;;;;;;;;;1;non;non connu;non renseigné;non connu;non connu;non connu;;;;;;;non renseigné;non renseigné;0;0;0;0;0;0;0;1;non renseigné;non renseigné;non renseigné;Non renseigné;Non renseigné;non connu;non connu;;ADRNIVX_0000000268274958;"2";AVANT_1949;H;"0";{93010000AQ0114};{93010000AQ0114A,93010000AQ0114B};2_RNIC_FF;PBW7B4SXF42Y,4KV57GPM6964;"2";"96";662992.2734437156;6865995.455812496;"662 997,029";"6 866 008,964";"662 992,273";"6 865 995,456";"0";1;1;;"0";"0";0;;;;;1;"0";"0";0;"0";"0";"0";"0";"0";"0";"0";"0";"0";;;;;;;;;;;;0;"0";"1";"1";;"0";"0";"0";"1";"-1";"-1";"-1";"-1";"0";"0";-1;"-1";0;"-1";"0";"0";"0";"0";"4";;1.4285714285714286;2.5;"0";"2,813";gestion;"16";"6";"0";"4";"5";"1";a surveiller;"271,383";"74,609";Gaz;F;;;;;;;;gaz;;;;
"10 002";93010000AQ0119;93010*00296;"[""93010*00296""]";93010;BONDY;93;SIMPLE;"1";"[""93010000AQ0119""]";"397";CL;"1 907";"1 933";"1 907";"1 933";"1";"397";13;SOL;"397";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"397";"4";"0";"0";"0";"0";"0";"2";"0";MIXTE;"2";"2";"2";"0";"2";"86";"70";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"32";"0";"0";"0";"0";"0";"188";"1";"2";G2;PROPRIETE DIVISEE EN LOT;G2a;G2;99;1;MEME COMMUNE;;"1";"1";"1";"[""41BP2EQBXJKF"",""D4PDFVYXYF42"",""WPPF26MVHHYV""]";"3";"131";RNC_AE2839942;AE2839942;2019-02-21 00:00:00.0;2024-04-15 00:00:00.0;JURIN IMMOBILIER 90410225800020;non;non;93010000AQ0119;Copropriété immatriculée;3_2;"1";OUI;"93 010";"93";"200 054 781";Métropole du Grand Paris;"1 907";"2";"4";"2";"188";"156";"2";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"1";"1";"2";"1";"0";"0";0;;"0";"0";"0";"0";;professionnel;JURIN IMMOBILIER 90410225800020;6831Z;SAINT-MAUR-DES-FOSSES;Mandat en cours;2024-10-26 00:00:00.0;10 avenue des sciences et 15 allée des alouettes;10 all des alouettes 93140 Bondy;non connu;non connu;non connu;0;1964-01-28 00:00:00.0;non;non;oui;non connu;0;0;0;20;5;5;1;0;0;0;AVANT_1949;;;;;;;;;;;;;0;non;non connu;non;2022-01-01 00:00:00.0;2022-12-31 00:00:00.0;26/04/2023;6405.0;0.0;2420.0;4722.0;2;0.0;non;1930;0;0;0;0;0;0;0;1;individuel;non renseigné;non renseigné;Non;Sans objet;non connu;non connu;0;non connu;"2";AVANT_1949;H;"1";{93010000AQ0119};{93010000AQ0119A,93010000AQ0119B};2_RNIC_FF;41BP2EQBXJKF,D4PDFVYXYF42,WPPF26MVHHYV;"3";"131";663056.4263481369;6866040.527288472;"663 028,26";"6 866 028,492";"663 056,426";"6 866 040,527";"0";0;0;0;"0";"0";0;0;0;0;0;1;"0";"1";0;"0";"0";"0";"0";"1";"0";"0";"0";"0";2;0;1;0.73723653395784543326;0;1;0.37782982045277127244;1;;1281.0000000000000000;0;0;"0";"0";"0";;"0";"0";"0";"1";"-1";"-1";"-1";"-1";"0";"0";-1;"-1";0;"-1";"0";"0";"0";"0";"2,381";5;0;10;"0";"3,478";occup;"22";"9";"5";"4";"3";"1";a surveiller;"397,649";"97,9";Gaz;G;;;;;;;; ;;;;
"10 016";93010000AQ0133;93010*00497;"[""93010*00497""]";93010;BONDY;93;SIMPLE;"1";"[""93010000AQ0133""]";"415";CL;"1 910";"2 012";"1 910";"2 012";"1";"415";13;SOL;"415";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"415";"6";"0";"0";"0";"0";"0";"0";"0";APPARTEMENT;"2";"6";"1";"5";"6";"204";"14";"1";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"218";"1";"3";G2;PROPRIETE DIVISEE EN LOT;G2a;G2;99;1;MEME COMMUNE;;"1";"1";"1";"[""1FZWRQ6J6RSG"",""XBKT1TCX271Q""]";"2";"161";RNC_AF8612459;AF8612459;2020-01-09 00:00:00.0;2020-01-09 00:00:00.0;non connu;non connu;non connu;93010000AQ0133;Copropriété immatriculée;1_1;"1";OUI;"93 010";"93";"200 054 781";Métropole du Grand Paris;"1 910";"2";"6";"6";"218";"218";"1";"5";"5";"5";"0";"0";"0";"0";"0";"0";"1";"0";"0";"3";"2";"1";"0";"0";"5";"2";"2";"3";"1";"0";"2";0;;"1";"1";"1";"1";;non connu;non connu;non connu;non connu;Pas de mandat en cours;non connu;SDC DU 5 ALLEE DES ALOUETTES;5 all des alouettes 93140 Bondy;non connu;non connu;non connu;0;1980-02-28 00:00:00.0;non;non connu;oui;non connu;;;;2;2;2;0;0;0;0;DE_1949_A_1960;93010;000;AQ;0133;;;;;;;;;1;non;non connu;non renseigné;non connu;non connu;non connu;;;;;;;non renseigné;non renseigné;0;0;0;0;0;0;0;2;non renseigné;non renseigné;non renseigné;Non renseigné;Non renseigné;non connu;non connu;;non connu;"6";AVANT_1949;M;"1";{93010000AQ0133};{93010000AQ0133A,93010000AQ0133C};2_RNIC_FF;1FZWRQ6J6RSG,XBKT1TCX271Q;"2";"161";663068.9253366638;6866057.35009479;"663 089,332";"6 866 049,886";"663 068,925";"6 866 057,35";"0";1;1;;"0";"0";0;;;;;1;"0";"1";0;"0";"0";"0";"0";"1";"0,833";"1";"0";"0";;;;;;;;;;;;0;"0";"0,333";"1";;"0";"0";"0";"1";"-1";"0";"-1";"0";"0";"0";-1;"0";0;"0";"0";"1";"0";"0";"6,471";;1.4285714285714286;3.3333333333333335;"5";"4,706";gestion;"16";"7";"0";"4";"3";"2";présumée fragile;"416,078";"98,761";Gaz;E;;;;;;;;gaz;;;;
"10 021";93010000AQ0138;93010*00067;"[""93010*00067""]";93010;BONDY;93;SIMPLE;"1";"[""93010000AQ0138""]";"230";CL;"1 914";"1 914";"1 914";"1 914";"1";"230";13;SOL;"230";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"230";"13";"0";"0";"0";"0";"0";"8";"0";DEPENDANCE;"1";"5";"0";"5";"5";"155";"0";"1";"0";"2";"2";"0";"0";"0";"0";"0";"0";"64";"0";"0";"0";"0";"0";"219";"1";"6";G2;PROPRIETE DIVISEE EN LOT;G2a;G2;99;1;MEME COMMUNE;;"1";"1";"1";"[""6AFSSBBB26BJ"",""98TDWZ934F8T""]";"2";"107";FF_93010000AQ0138;;;;;;;93010000AQ0138;Copropriété non immatriculée;;"0";;"93 010";"93";"200 054 781";Métropole du Grand Paris;"1 914";"1";"13";"5";"219";"155";"0";"5";"3";"2";"0";"1";"0";"1";"0";"0";"1";"0";"0";"1";"4";"0";"0";"0";"1";"5";"5";"1";"1";"0";"4";;;"0";"0";"0";"0";;;;;;;;;10 AV DES SCIENCES, BONDY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"5";AVANT_1949;V;"0,667";{93010000AQ0138};{93010000AQ0138A};2_FF;6AFSSBBB26BJ,98TDWZ934F8T;"2";"107";;;"663 052,054";"6 865 999,739";"663 052,054";"6 865 999,739";"1";;;;"0";"0";;;;;;1;"0";"0";0;"0";"0";"0";"100";"0";"0,2";"0";"50";"1";;;;;;;;;;;;0;"0";"0,8";"1";;"1";"1";"0";"1";"-1";"0";"-1";"0";"0";"0";-1;"0";;"0";"0";"0";"0";"0";"2,727";;5.714285714285714;2.5;"0";"3,462";marche;"14";"5";"0";"4";"5";"0";a surveiller;"229,638";"68,649";Electricité;G;;;;;;;; ;;;;
"10 023";93010000AQ0141;93010*00548;"[""93010*00548""]";93010;BONDY;93;SIMPLE;"1";"[""93010000AQ0141""]";"316";CL;"1 920";"1 970";"1 920";"1 970";"1";"316";13;SOL;"316";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"316";"33";"1";"1";"1";"1";"0";"15";"4";APPARTEMENT;"4";"17";"0";"17";"17";"350";"0";"2";"0";"12";"2";"1";"0";"1";"0";"0";"0";"134";"19";"0";"0";"0";"0";"503";"1";"18";G2;PROPRIETE DIVISEE EN LOT;G2a;G2;99;1;MEME COMMUNE;;"1";"1";"1";"[""9GKQ6MJ7GVDQ"",""PDXSR7DWMT45""]";"2";"219";RNC_AD7989593;AD7989593;2018-11-20 00:00:00.0;2023-08-04 00:00:00.0;LOGIM IDF 83517005100022;non connu;non connu;93010000AQ0141;Copropriété immatriculée;3_2;"1";OUI;"93 010";"93";"200 054 781";Métropole du Grand Paris;"1 920";"4";"32";"17";"495";"350";"0";"17";"15";"12";"0";"2";"1";"0";"0";"0";"2";"1";"0";"6";"10";"1";"0";"0";"3";"17";"17";"1";"2";"0";"6";4;-46.00;"0";"0";"2";"1";;non connu;non connu;non connu;non connu;Pas de mandat en cours;2024-03-07 00:00:00.0;SDC4 AVENUE DES SCIENCES;4 av des sciences 93140 Bondy;non connu;non connu;non connu;0;1992-03-03 00:00:00.0;non;non;oui;non connu;0;0;0;58;19;19;0;0;0;0;DE_1975_A_1993;;;;;;;;;;;;;0;non;non connu;non;2022-01-01 00:00:00.0;2022-12-31 00:00:00.0;02/05/2023;26643.0;4494.0;16857.0;8371.0;3;0.0;non;1991;0;0;0;0;0;0;0;9;individuel;non renseigné;non renseigné;Non renseigné;Non renseigné;22;94.0;0;ADRNIVX_0000000268274936;"17";AVANT_1949;V;"0,8";{93010000AQ0141};{93010000AQ0141A,93010000AQ0141AB,93010000AQ0141AC,93010000AQ0141B};2_RNIC_FF;9GKQ6MJ7GVDQ,PDXSR7DWMT45;"2";"219";663093.4320980288;6865979.464353861;"663 094,4";"6 865 990,657";"663 093,432";"6 865 979,464";"0";0;0;;"0";"0";0;0;0;0;;0.9444444444444444;"0";"0";0;"0";"14";"0";"67";"0";"0,176";"0";"7";"0";0.17647058823529413;0;0;0.26884414041172881138;0;0;0.54138163599576067058;1;;1402.2631578947368421;0;0;"0";"0,353";"1";1;"1";"1";"0";"0";"-1";"0";"-1";"1";"50";"1";0.4666666666666667;"0";0;"0";"0";"0";"0";"0";"0";2;6.666666666666667;3.75;"0";"2,2";marche;"25";"8";"5";"5";"5";"2";autres;"315,899";"73,322";Electricité;E;;;;;;;;electricite;E;;;
"10 024";93010000AQ0142;93010*00444;"[""93010*00444""]";93010;BONDY;93;SIMPLE;"1";"[""93010000AQ0142""]";"293";CL;"1 970";"1 970";"1 970";"1 970";"2";"51";13;SOL;"51";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"51";"5";"1";"1";"1";"1";"0";"2";"4";MIXTE;"1";"2";"0";"2";"2";"86";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"26";"60";"0";"0";"0";"0";"172";"1";"3";G2;PROPRIETE DIVISEE EN LOT;G2a;G2;99;1;MEME COMMUNE;;"1";"1";"1";"[""2Z2XJM114JSV"",""VWCPEX4677GP""]";"2";"228";RNC_AI6856694;AI6856694;2024-06-04 00:00:00.0;2024-06-04 00:00:00.0;non connu;non connu;non connu;93010000AQ0142;Copropriété immatriculée;1_1;"1";OUI;"93 010";"93";"200 054 781";Métropole du Grand Paris;"1 970";"1";"5";"2";"172";"86";"0";"2";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"1";"2";"2";"1";"1";"0";"2";1;-70.00;"0";"0";"2";"0";;non connu;non connu;non connu;non connu;Pas de mandat en cours;non connu;2 AVENUE DES SCIENCES;2 Avenue des Sciences 93140 Bondy;non connu;non connu;non connu;0;1985-02-15 00:00:00.0;non;non connu;oui;non connu;0;0;0;9;4;2;0;0;0;0;AVANT_1949;93010;000;AQ;0142;;;;;;;;;1;non;non connu;oui;non connu;2024-12-31 00:00:00.0;non connu;;;;;;;non;non renseigné;0;0;0;0;0;0;0;3;individuel;non renseigné;non renseigné;Non;Sans objet;non connu;non connu;0;Bondy;"2";DE_1961_A_1974;V;"1";{93010000AQ0142};{93010000AQ0142A};0;2Z2XJM114JSV,VWCPEX4677GP;"2";"228";663147.0427272305;6865981.124472405;"663 109,452";"6 865 992,812";"663 147,043";"6 865 981,124";"0";0;1;;"0";"0";0;0;0;0;;0.6666666666666666;"0";"1";0;"0";"0";"0";"100";"0";"0,5";"1";"100";"1";;;;;;;;;;;;0;"0";"1";"1";1;"0";"0";"0";"0";"-1";"-1";"-1";"-1";"0";"0";-1;"-1";0;"-1";"0";"0";"0";"0";"3,158";;3.3333333333333335;0;"0";"2,368";marche;"18";"8";"0";"5";"3";"2";autres;"295,141";"68,823";Autre;D;;;;;;;; ;;;;
"10 033";93010000AQ0154;93010*00387;"[""93010*00387""]";93010;BONDY;93;SIMPLE;"1";"[""93010000AQ0154""]";"250";CL;"1 925";"1 925";"1 925";"1 925";"2";"33";13;SOL;"33";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"33";"2";"0";"0";"0";"0";"0";"0";"0";MAISON;"1";"2";"2";"0";"2";"121";"32";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"153";"1";"3";G2;PROPRIETE DIVISEE EN LOT;G2a;G2;99;1;MEME COMMUNE;;"1";"1";"1";"[""FA8R82G6BZFC"",""RSYAKDZMCS4Z"",""Y5W82XGS33XA""]";"3";"111";FF_93010000AQ0154;;;;;;;93010000AQ0154;Copropriété non immatriculée;;"0";;"93 010";"93";"200 054 781";Métropole du Grand Paris;"1 925";"1";"2";"2";"153";"153";"2";"0";"2";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"2";"2";"1";"0";"0";"1";;;"0";"0";"0";"0";;;;;;;;;7 ALL DES ARTS, BONDY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";AVANT_1949;H;"0,5";{93010000AQ0154};{93010000AQ0154A};2_FF;FA8R82G6BZFC,RSYAKDZMCS4Z,Y5W82XGS33XA;"3";"111";;;"663 150,565";"6 866 024,247";"663 150,565";"6 866 024,247";"1";;;;"0";"0";;;;;;1;"0";"0";0;"0";"0";"0";"0";"1";"0";"0";"0";"0";;;;;;;;;;;;0;"0";"0,5";"1";;"0";"0";"0";"1";"-1";"-1";"-1";"-1";"0";"0";-1;"-1";;"-1";"0";"0";"0";"0";"4,545";;1.4285714285714286;5;"0";"3,846";occup;"14";"5";"0";"4";"5";"0";présumée fragile;"253,096";"70,618";Gaz;D;;;;;;;;gaz;;;;
