"Dossier";"Numéro - Type de dossier";"Code insee de la commune principale";"Année de dépôt";"Date de dépôt";"Dossier issu de la SVE ?"
"PC 93010 21 B0090";"PC";"93010";"2021";"26/11/2021";"0"
"CU 93010 22 B0173";"CU";"93010";"2022";"30/03/2022";"0"
"CU 93010 22 B0402";"CU";"93010";"2022";"12/08/2022";"0"
"CU 93010 22 B0175";"CU";"93010";"2022";"05/04/2022";"0"
"CU 93010 22 B0310";"CU";"93010";"2022";"07/06/2022";"1"
"CU 93010 22 B0178";"CU";"93010";"2022";"12/04/2022";"0"
"CU 93010 22 B0212";"CU";"93010";"2022";"16/05/2022";"1"
"CU 93010 22 B0270";"CU";"93010";"2022";"16/05/2022";"0"
"DP 93010 22 B0068";"DP";"93010";"2022";"10/05/2022";"0"
"CU 93010 22 B0236";"CU";"93010";"2022";"25/04/2022";"0"
"DP 93010 26 B0028";"DP";"93010";"2026";"06/03/2026";"1"
"CU 93010 22 B0222";"CU";"93010";"2022";"22/04/2022";"0"
"CU 93010 22 B0223";"CU";"93010";"2022";"21/04/2022";"0"
"PC 93010 21 B0064";"PC";"93010";"2021";"03/08/2021";"0"
"DP 93010 21 B0190";"DP";"93010";"2021";"20/10/2021";"0"
"DP 93010 21 B0187";"DP";"93010";"2021";"19/10/2021";"0"
"DP 93010 21 B0159";"DP";"93010";"2021";"03/08/2021";"0"
"CU 93010 22 B0243";"CU";"93010";"2022";"28/04/2022";"0"
"DP 93010 21 B0186";"DP";"93010";"2021";"26/11/2021";"0"
"CU 93010 22 B0272";"CU";"93010";"2022";"16/05/2022";"0"
"CU 93010 22 B0245";"CU";"93010";"2022";"28/04/2022";"0"
"CU 93010 22 B0487";"CU";"93010";"2022";"11/10/2022";"0"
"CU 93010 22 B0232";"CU";"93010";"2022";"25/04/2022";"0"
"CU 93010 22 B0249";"CU";"93010";"2022";"02/05/2022";"0"
"CU 93010 22 B0140";"CU";"93010";"2022";"21/03/2022";"0"
"CU 93010 22 B0234";"CU";"93010";"2022";"25/04/2022";"0"
"DP 93010 22 B0081";"DP";"93010";"2022";"25/05/2022";"0"
"DP 93010 23 B0013";"DP";"93010";"2023";"20/01/2023";"0"
"CU 93010 22 B0253";"CU";"93010";"2022";"03/05/2022";"0"
"CU 93010 22 B0240";"CU";"93010";"2022";"27/04/2022";"0"
"CU 93010 22 B0254";"CU";"93010";"2022";"20/05/2022";"0"
"CU 93010 22 B0255";"CU";"93010";"2022";"04/05/2022";"0"
"CU 93010 22 B0259";"CU";"93010";"2022";"09/05/2022";"0"
"CU 93010 22 B0263";"CU";"93010";"2022";"10/05/2022";"0"
"CU 93010 22 B0266";"CU";"93010";"2022";"13/05/2022";"0"
"CU 93010 22 B0271";"CU";"93010";"2022";"16/05/2022";"0"
"DP 93010 21 B0183";"DP";"93010";"2021";"08/10/2021";"0"
"DP 93010 21 B0179";"DP";"93010";"2021";"29/09/2021";"0"
"DP 93010 21 B0181";"DP";"93010";"2021";"08/10/2021";"0"
"DP 93010 21 B0182";"DP";"93010";"2021";"07/10/2021";"0"
"CU 93010 22 B0257";"CU";"93010";"2022";"06/05/2022";"0"
"CU 93010 22 B0241";"CU";"93010";"2022";"27/04/2022";"0"
"CU 93010 22 B0224";"CU";"93010";"2022";"18/05/2022";"0"
"CU 93010 22 B0273";"CU";"93010";"2022";"16/05/2022";"0"
"CU 93010 22 B0226";"CU";"93010";"2022";"18/05/2022";"0"
"CU 93010 22 B0142";"CU";"93010";"2022";"22/03/2022";"0"
"CU 93010 22 B0242";"CU";"93010";"2022";"27/04/2022";"0"
"CU 93010 22 B0227";"CU";"93010";"2022";"20/04/2022";"0"
"CU 93010 22 B0228";"CU";"93010";"2022";"18/05/2022";"0"
"DP 93010 22 B0124";"DP";"93010";"2022";"23/08/2022";"1"
"CU 93010 22 B0229";"CU";"93010";"2022";"22/04/2022";"0"
"CU 93010 22 B0231";"CU";"93010";"2022";"19/05/2022";"0"
"CU 93010 22 B0233";"CU";"93010";"2022";"25/04/2022";"0"
"CU 93010 22 B0244";"CU";"93010";"2022";"28/04/2022";"0"
"CU 93010 22 B0235";"CU";"93010";"2022";"25/04/2022";"0"
"CU 93010 22 B0256";"CU";"93010";"2022";"05/05/2022";"0"
"CU 93010 22 B0238";"CU";"93010";"2022";"26/04/2022";"0"
"DP 93010 21 B0188";"DP";"93010";"2021";"19/10/2021";"0"
"CU 93010 22 B0237";"CU";"93010";"2022";"25/04/2022";"0"
"CU 93010 22 B0246";"CU";"93010";"2022";"29/04/2022";"0"
"CU 93010 22 B0247";"CU";"93010";"2022";"29/04/2022";"0"
"CU 93010 22 B0248";"CU";"93010";"2022";"02/06/2022";"0"
"CU 93010 22 B0251";"CU";"93010";"2022";"02/05/2022";"0"
"CU 93010 22 B0252";"CU";"93010";"2022";"02/05/2022";"0"
"CU 93010 22 B0225";"CU";"93010";"2022";"18/05/2022";"0"
"CU 93010 22 B0258";"CU";"93010";"2022";"06/05/2022";"0"
"CU 93010 22 B0260";"CU";"93010";"2022";"09/05/2022";"0"
"CU 93010 22 B0261";"CU";"93010";"2022";"10/05/2022";"0"
"CU 93010 22 B0264";"CU";"93010";"2022";"12/05/2022";"0"
"CU 93010 22 B0267";"CU";"93010";"2022";"13/05/2022";"0"
"DP 93010 21 B0184";"DP";"93010";"2021";"15/10/2021";"0"
"PD 93010 21 B0011";"PD";"93010";"2021";"29/09/2021";"0"
"DP 93010 22 00076";"DP";"93010";"2022";"11/05/2022";"0"
"DP 93010 22 B0082";"DP";"93010";"2022";"27/05/2022";"0"
"PC 93010 21 B0051";"PC";"93010";"2021";"24/06/2021";"0"
"DP 93010 21 B0158";"DP";"93010";"2021";"15/10/2021";"0"
"CU 93010 22 B0279";"CU";"93010";"2022";"23/05/2022";"0"
"CU 93010 22 B0281";"CU";"93010";"2022";"23/05/2022";"0"
"DP 93010 22 B0080";"DP";"93010";"2022";"25/05/2022";"0"
"CU 93010 22 B0296";"CU";"93010";"2022";"30/05/2022";"0"
"DP 93010 21 B0157";"DP";"93010";"2021";"02/08/2021";"0"
"CU 93010 22 B0337";"CU";"93010";"2022";"03/05/2022";"0"
"DP 93010 21 B0152";"DP";"93010";"2021";"30/07/2021";"0"
"CU 93010 22 B0306";"CU";"93010";"2022";"02/06/2022";"0"
"CU 93010 22 B0307";"CU";"93010";"2022";"02/06/2022";"0"
"PC 93010 22 B0040";"PC";"93010";"2022";"01/07/2022";"0"
"CU 93010 22 B0295";"CU";"93010";"2022";"30/05/2022";"0"
"DP 93010 21 B0136";"DP";"93010";"2021";"06/07/2021";"0"
"PC 93010 21 B0068";"PC";"93010";"2021";"11/09/2021";"0"
"PC 93010 21 B0071";"PC";"93010";"2021";"10/09/2021";"0"
"CU 93010 22 B0308";"CU";"93010";"2022";"02/06/2022";"0"
"CU 93010 22 B0309";"CU";"93010";"2022";"02/06/2022";"0"
"DP 93010 22 B0096";"DP";"93010";"2022";"24/06/2022";"0"
"DP 93010 21 B0113";"DP";"93010";"2021";"14/06/2021";"0"
"CU 93010 22 B0363";"CU";"93010";"2022";"11/07/2022";"0"
"CU 93010 22 B0313";"CU";"93010";"2022";"09/06/2022";"0"
"CU 93010 22 B0314";"CU";"93010";"2022";"09/06/2022";"0"
"DP 93010 22 B0108";"DP";"93010";"2022";"15/07/2022";"0"
"PC 93010 21 B0044";"PC";"93010";"2021";"11/06/2021";"0"
"CU 93010 22 B0323";"CU";"93010";"2022";"16/06/2022";"0"
"DP 93010 22 B0024";"DP";"93010";"2022";"21/02/2022";"0"
"CU 93010 22 B0401";"CU";"93010";"2022";"11/08/2022";"0"
"CU 93010 22 B0343";"CU";"93010";"2022";"28/06/2022";"0"
"CU 93010 22 B0344";"CU";"93010";"2022";"29/06/2022";"0"
"DP 93010 21 B0126";"DP";"93010";"2021";"23/06/2021";"0"
"CU 93010 22 B0353";"CU";"93010";"2022";"04/07/2022";"0"
"CU 93010 22 B0342";"CU";"93010";"2022";"01/07/2022";"1"
"DP 99999 22 00002";"DP";"99999";"2022";"24/01/2022";"1"
"CU 93010 22 B0365";"CU";"93010";"2022";"13/07/2022";"1"
"CU 93010 22 B0366";"CU";"93010";"2022";"12/07/2022";"1"
"DP 93010 21 B0110";"DP";"93010";"2021";"04/07/2021";"0"
"PC 93010 21 B0066";"PC";"93010";"2021";"27/09/2021";"0"
"AT 93010 22 B0012";"AT";"93010";"2022";"04/03/2022";"0"
"PC 93010 21 B0048";"PC";"93010";"2021";"23/06/2021";"0"
"CU 93010 22 B0282";"CU";"93010";"2022";"23/05/2022";"0"
"PC 93010 22 B0035";"PC";"93010";"2022";"25/05/2022";"1"
"CU 93010 22 B0230";"CU";"93010";"2022";"22/04/2022";"0"
"CU 93010 22 B0301";"CU";"93010";"2022";"07/06/2022";"0"
"CU 93010 22 B0284";"CU";"93010";"2022";"25/05/2022";"0"
"CU 93010 22 B0325";"CU";"93010";"2022";"17/06/2022";"0"
"PC 93010 21 B0040";"PC";"93010";"2021";"20/05/2021";"0"
"CU 93010 22 B0291";"CU";"93010";"2022";"30/05/2022";"0"
"CU 93010 22 B0292";"CU";"93010";"2022";"31/05/2022";"0"
"DP 93010 22 B0094";"DP";"93010";"2022";"17/06/2022";"0"
"PC 93010 21 B0054";"PC";"93010";"2021";"16/07/2021";"0"
"DP 93010 22 B0097";"DP";"93010";"2022";"21/06/2022";"1"
"DP 93010 21 B0170";"DP";"93010";"2021";"10/09/2021";"0"
"DP 93010 22 B0098";"DP";"93010";"2022";"23/06/2022";"1"
"CU 93010 22 B0299";"CU";"93010";"2022";"03/06/2022";"0"
"CU 93010 22 B0283";"CU";"93010";"2022";"24/05/2022";"0"
"CU 93010 22 B0408";"CU";"93010";"2022";"17/08/2022";"0"
"DP 93010 22 B0089";"DP";"93010";"2022";"03/06/2022";"0"
"CU 93010 22 B0302";"CU";"93010";"2022";"07/06/2022";"0"
"CU 93010 22 B0315";"CU";"93010";"2022";"10/06/2022";"0"
"DP 93010 21 B0168";"DP";"93010";"2021";"03/09/2021";"0"
"CU 93010 22 B0417";"CU";"93010";"2022";"29/08/2022";"0"
"CU 93010 22 B0326";"CU";"93010";"2022";"17/06/2022";"0"
"CU 93010 22 B0327";"CU";"93010";"2022";"17/06/2022";"0"
"CU 93010 22 B0329";"CU";"93010";"2022";"20/06/2022";"0"
"CU 93010 22 B0338";"CU";"93010";"2022";"22/06/2022";"0"
"DP 93010 22 B0090";"DP";"93010";"2022";"07/06/2022";"0"
"DP 93010 21 B0135";"DP";"93010";"2021";"06/07/2021";"0"
"DP 93010 21 B0134";"DP";"93010";"2021";"05/07/2021";"0"
"DP 93010 22 B0084";"DP";"93010";"2022";"01/06/2022";"0"
"DP 93010 21 B0163";"DP";"93010";"2021";"11/08/2021";"0"
"DP 93010 22 B0086";"DP";"93010";"2022";"01/06/2022";"0"
"PC 93010 21 B0121";"PC";"93010";"2021";"15/06/2021";"0"
"DP 93010 22 b0100";"DP";"93010";"2022";"22/06/2022";"0"
"DP 93010 21 B0172";"DP";"93010";"2021";"17/09/2021";"0"
"DP 93010 21 B0151";"DP";"93010";"2021";"30/07/2021";"0"
"DP 93010 22 B0091";"DP";"93010";"2022";"30/05/2022";"1"
"CU 93010 22 B0341";"CU";"93010";"2022";"24/06/2022";"0"
"CU 93010 22 B0298";"CU";"93010";"2022";"01/06/2022";"0"
"DP 93010 21 B0140";"DP";"93010";"2021";"16/07/2021";"0"
"CU 93010 22 B0303";"CU";"93010";"2022";"08/06/2022";"0"
"CU 93010 22 B0280";"CU";"93010";"2022";"23/05/2022";"0"
"DP 93010 21 B0138";"DP";"93010";"2021";"12/07/2021";"0"
"PC 93010 21 B0070";"PC";"93010";"2021";"06/09/2021";"0"
"CU 93010 22 B0367";"CU";"93010";"2022";"13/07/2022";"0"
"CU 93010 22 B0275";"CU";"93010";"2022";"24/05/2022";"0"
"PC 93010 22 B0032";"PC";"93010";"2022";"23/05/2022";"0"
"CU 93010 22 B0447";"CU";"93010";"2022";"22/09/2022";"0"
"DP 93010 21 B0161";"DP";"93010";"2021";"06/08/2021";"0"
"CU 93010 22 B0300";"CU";"93010";"2022";"03/06/2022";"0"
"CU 93010 22 B0311";"CU";"93010";"2022";"14/06/2022";"0"
"PC 93010 21 B0058";"PC";"93010";"2021";"28/07/2021";"0"
"PC 93010 21 B0057";"PC";"93010";"2021";"28/07/2021";"0"
"CU 93010 22 B0331";"CU";"93010";"2022";"20/06/2022";"0"
"PD 93010 21 B0009";"PD";"93010";"2021";"24/08/2021";"0"
"DP 93010 22 00083";"DP";"93010";"2022";"25/05/2022";"0"
"CU 93010 22 B0098";"CU";"93010";"2022";"16/03/2022";"0"
"CU 93010 22 B0357";"CU";"93010";"2022";"01/07/2022";"0"
"CU 93010 22 B0356";"CU";"93010";"2022";"08/07/2022";"1"
"PD 93010 21 B0007";"PD";"93010";"2021";"28/07/2021";"0"
"DP 93010 21 B0162";"DP";"93010";"2021";"11/08/2021";"0"
"CU 93010 22 B0478";"CU";"93010";"2022";"17/10/2022";"1"
"PC 93010 21 B0034 T02";"PC";"93010";"2022";"22/06/2022";"0"
"CU 93010 23 B0102";"CU";"93010";"2023";"15/03/2023";"0"
"DP 93010 21 B0130";"DP";"93010";"2021";"29/06/2021";"0"
"DP 93010 21 B0150";"DP";"93010";"2021";"30/07/2021";"0"
"DP 93010 21 B0123";"DP";"93010";"2021";"17/06/2021";"0"
"PC 93010 21 B0056";"PC";"93010";"2021";"26/07/2021";"0"
"DP 93010 21 B0122";"DP";"93010";"2021";"15/06/2021";"0"
"DP 93010 21 B0148";"DP";"93010";"2021";"25/08/2021";"0"
"DP 93010 21 B0147";"DP";"93010";"2021";"27/07/2021";"0"
"PC 93010 21 B0008 M01";"PC";"93010";"2021";"20/07/2021";"0"
"PD 93010 21 B0008";"PD";"93010";"2021";"30/07/2021";"0"
"PC 93010 22 B0038";"PC";"93010";"2022";"13/06/2022";"0"
"CU 93010 22 B0186";"CU";"93010";"2022";"14/04/2022";"0"
"CU 93010 22 B0193";"CU";"93010";"2022";"13/04/2022";"0"
"AT 93010 22 00024";"AT";"93010";"2022";"13/07/2022";"0"
"DP 93010 21 B0171";"DP";"93010";"2021";"17/09/2021";"0"
"DP 93010 21 B0156";"DP";"93010";"2021";"30/07/2021";"0"
"AT 93010 22 B0023";"AT";"93010";"2022";"25/05/2022";"0"
"DP 93010 21 B0165";"DP";"93010";"2021";"24/08/2021";"0"
"PC 93010 21 B0052";"PC";"93010";"2021";"02/07/2021";"0"
"DP 93010 22 B0125";"DP";"93010";"2022";"24/08/2022";"0"
"CU 93010 22 B0276";"CU";"93010";"2022";"19/05/2022";"0"
"PC 93010 22 00021";"PC";"93010";"2022";"27/04/2022";"0"
"AT 93010 22 B0021";"AT";"93010";"2022";"03/05/2022";"0"
"CU 93010 22 B0340";"CU";"93010";"2022";"24/06/2022";"0"
"CU 99999 22 00002";"CU";"99999";"2022";"02/06/2022";"1"
"CU 93010 22 B0354";"CU";"93010";"2022";"01/07/2022";"0"
"CU 93010 22 B0174";"CU";"93010";"2022";"05/04/2022";"0"
"DP 93010 21 B0175";"DP";"93010";"2021";"13/10/2021";"0"
"DP 93010 21 B0124";"DP";"93010";"2021";"12/07/2021";"0"
"DP 93010 21 B0144";"DP";"93010";"2021";"21/07/2021";"0"
"CU 93010 22 B0185";"CU";"93010";"2022";"14/04/2022";"0"
"CU 93010 22 B0368";"CU";"93010";"2022";"12/07/2022";"0"
"DP 93010 21 B0174";"DP";"93010";"2021";"21/09/2021";"0"
"DP 93010 21 B0200";"DP";"93010";"2021";"15/11/2021";"0"
"CU 93010 22 B0345";"CU";"93010";"2022";"30/06/2022";"0"
"DP 93010 22 B0099";"DP";"93010";"2022";"28/06/2022";"1"
"CU 93010 22 B0562";"CU";"93010";"2022";"19/12/2022";"0"
"DP 93010 21 B0133";"DP";"93010";"2021";"25/06/2021";"0"
"PC 93010 21 B0050";"PC";"93010";"2021";"28/06/2021";"0"
"CU 93010 22 B0304";"CU";"93010";"2022";"08/06/2022";"0"
"CU 93010 22 B0320";"CU";"93010";"2022";"13/06/2022";"0"
"DP 93010 21 B0164";"DP";"93010";"2021";"12/08/2021";"0"
"CU 93010 22 B0339";"CU";"93010";"2022";"24/06/2022";"0"
"DP 93010 21 B0128";"DP";"93010";"2021";"25/06/2021";"0"
"CU 93010 22 B0355";"CU";"93010";"2022";"01/07/2022";"0"
"CU 93010 22 B0321";"CU";"93010";"2022";"14/06/2022";"0"
"CU 93010 22 B0332";"CU";"93010";"2022";"21/06/2022";"0"
"DP 93010 21 B0109";"DP";"93010";"2021";"03/06/2021";"0"
"DP 93010 21 B0105";"DP";"93010";"2021";"04/06/2021";"0"
"DP 93010 23 B0035";"DP";"93010";"2023";"06/03/2023";"1"
"CU 93010 22 B0194";"CU";"93010";"2022";"13/04/2022";"0"
"DP 93010 21 B0149";"DP";"93010";"2021";"27/07/2021";"0"
"CU 93010 22 B0286";"CU";"93010";"2022";"27/05/2022";"0"
"CU 93010 22 B0293";"CU";"93010";"2022";"30/05/2022";"0"
"CU 93010 22 B0548";"CU";"93010";"2022";"05/12/2022";"1"
"DP 93010 22 B0146";"DP";"93010";"2022";"30/09/2022";"1"
"CU 93010 22 B0305";"CU";"93010";"2022";"08/06/2022";"0"
"PD 93010 21 B0010";"PD";"93010";"2021";"10/09/2021";"0"
"PD 93010 21 B0006";"PD";"93010";"2021";"12/07/2021";"0"
"CU 93010 22 B0316";"CU";"93010";"2022";"10/06/2022";"0"
"DP 93010 21 B0139";"DP";"93010";"2021";"07/07/2021";"0"
"CU 93010 22 B0317";"CU";"93010";"2022";"10/06/2022";"0"
"DP 93010 22 B0088";"DP";"93010";"2022";"03/06/2022";"0"
"DP 93010 22 B0105";"DP";"93010";"2022";"30/06/2022";"0"
"DP 93010 21 B0146";"DP";"93010";"2021";"27/07/2021";"0"
"CU 93010 22 B0334";"CU";"93010";"2022";"21/06/2022";"0"
"DP 93010 21 B0279";"DP";"93010";"2021";"10/06/2021";"0"
"CU 93010 22 B0533";"CU";"93010";"2022";"21/11/2022";"1"
"DP 93010 21 B0132";"DP";"93010";"2021";"25/06/2021";"0"
"DP 93010 21 B0145";"DP";"93010";"2021";"22/07/2021";"0"
"CU 93010 22 B0170";"CU";"93010";"2022";"30/03/2022";"0"
"DP 93010 22 B0145";"DP";"93010";"2022";"30/09/2022";"1"
"DP 93010 21 B0142";"DP";"93010";"2021";"19/07/2021";"0"
"DP 93010 22 B0095";"DP";"93010";"2022";"23/06/2022";"0"
"CU 93010 22 B0179";"CU";"93010";"2022";"12/04/2022";"0"
"CU 93010 22 B0188";"CU";"93010";"2022";"11/04/2022";"0"
"CU 93010 22 B0191";"CU";"93010";"2022";"12/04/2022";"0"
"DP 93010 22 B0183";"DP";"93010";"2022";"02/12/2022";"0"
"CU 93010 22 B0277";"CU";"93010";"2022";"22/04/2022";"0"
"PC 93010 21 B0072";"PC";"93010";"2021";"21/09/2021";"0"
"DP 93010 21 B0167";"DP";"93010";"2021";"23/08/2021";"0"
"DP 93010 21 B0108";"DP";"93010";"2021";"02/06/2021";"0"
"DP 93010 21 B0111";"DP";"93010";"2021";"09/06/2021";"0"
"DP 93010 21 B0120";"DP";"93010";"2021";"17/06/2021";"0"
"CU 93010 22 B0359";"CU";"93010";"2022";"08/07/2022";"0"
"CU 93010 22 B0289";"CU";"93010";"2022";"02/06/2022";"1"
"CU 93010 22 B0290";"CU";"93010";"2022";"02/06/2022";"1"
"PC 93010 21 B0043";"PC";"93010";"2021";"02/06/2021";"0"
"DP 93010 21 B0102";"DP";"93010";"2021";"27/05/2021";"0"
"DP 93010 21 B0116";"DP";"93010";"2021";"09/06/2021";"0"
"PC 93010 16 B0047 M02";"PC";"93010";"2022";"04/05/2022";"0"
"DP 93010 21 B0115";"DP";"93010";"2021";"08/06/2021";"0"
"PC 93010 17 B0052 M03";"PC";"93010";"2022";"25/05/2022";"0"
"DP 93010 22 B0111";"DP";"93010";"2022";"29/07/2022";"0"
"DP 93010 21 B0176";"DP";"93010";"2021";"24/09/2021";"0"
"DP 93010 21 B0155";"DP";"93010";"2021";"29/07/2021";"0"
"DP 93010 21 B0173";"DP";"93010";"2021";"17/09/2021";"0"
"CU 93010 22 B0371";"CU";"93010";"2022";"20/07/2022";"1"
"DP 93010 21 B0153";"DP";"93010";"2021";"30/07/2021";"0"
"PC 93010 22 B0039";"PC";"93010";"2022";"24/06/2022";"0"
"PC 93010 21 B0046";"PC";"93010";"2021";"15/06/2021";"0"
"DP 93010 21 B0129";"DP";"93010";"2021";"28/06/2021";"0"
"DP 93010 21 B0166";"DP";"93010";"2021";"23/08/2021";"0"
"PC 93010 17 B0071 M02";"PC";"93010";"2022";"15/06/2022";"0"
"CU 93010 22 B0287";"CU";"93010";"2022";"27/05/2022";"0"
"PC 93010 21 B0011";"PC";"93010";"2021";"19/01/2021";"0"
"AT 93010 22 B0019";"AT";"93010";"2022";"27/04/2022";"0"
"PC 93010 22 B0007";"PC";"93010";"2022";"22/02/2022";"0"
"CU 93010 22 00350";"CU";"93010";"2022";"07/07/2022";"0"
"DP 93010 22 B0110";"DP";"93010";"2022";"20/07/2022";"0"
"DP 93010 22 B0103";"DP";"93010";"2022";"05/07/2022";"0"
"PC 93010 22 B0042";"PC";"93010";"2022";"06/07/2022";"0"
"CU 93010 22 B0348";"CU";"93010";"2022";"06/07/2022";"1"
"CU 93010 22 B0373";"CU";"93010";"2022";"06/07/2022";"0"
"PC 93010 22 B0047";"PC";"93010";"2022";"21/07/2022";"0"
"CU 93010 22 B0358";"CU";"93010";"2022";"08/07/2022";"1"
"PD 99999 23 00001";"PD";"99999";"2023";"09/01/2023";"1"
"CU 93010 22 B0364";"CU";"93010";"2022";"08/07/2022";"1"
"CU 93010 23 B0339";"CU";"93010";"2023";"17/08/2023";"1"
"PC 93010 23 B0019 M01";"PC";"93010";"2026";"19/01/2026";"0"
"CU 93010 22 B0369";"CU";"93010";"2022";"13/07/2022";"0"
"CU 93010 22 B0479";"CU";"93010";"2022";"17/10/2022";"1"
"DP 93010 21 B0097";"DP";"93010";"2021";"19/05/2021";"0"
"DP 93010 21 B0096";"DP";"93010";"2021";"23/07/2021";"0"
"DP 93010 21 B0107";"DP";"93010";"2021";"04/06/2021";"0"
"PC 93010 18 B0069 M01";"PC";"93010";"2022";"06/07/2022";"0"
"PC 93010 21 B0039";"PC";"93010";"2021";"18/05/2021";"0"
"DP 93010 21 B0101";"DP";"93010";"2021";"25/05/2021";"0"
"DP 93010 21 B0104";"DP";"93010";"2021";"13/07/2021";"0"
"DP 93010 22 00046";"DP";"93010";"2022";"04/04/2022";"0"
"DP 93010 21 B0117";"DP";"93010";"2021";"09/06/2021";"0"
"DP 93010 21 B0114";"DP";"93010";"2021";"14/06/2021";"0"
"DP 93010 22 B0046";"DP";"93010";"2022";"21/07/2022";"0"
"DP 93010 21 B0098";"DP";"93010";"2021";"20/05/2021";"0"
"CU 93010 22 B0382";"CU";"93010";"2022";"20/07/2022";"0"
"CU 93010 22 B0288";"CU";"93010";"2022";"27/05/2022";"0"
"DP 93010 21 B0154";"DP";"93010";"2021";"29/07/2021";"0"
"CU 93010 22 B0278";"CU";"93010";"2022";"20/05/2022";"0"
"DP 93010 22 B0113";"DP";"93010";"2022";"26/07/2022";"1"
"DP 93010 23 B0189";"DP";"93010";"2023";"05/12/2023";"1"
"DP 93010 22 B0139";"DP";"93010";"2022";"23/09/2022";"0"
"PC 93010 21 B0053";"PC";"93010";"2021";"09/07/2021";"0"
"DP 93010 22 B0106";"DP";"93010";"2022";"29/06/2022";"0"
"DP 93010 21 B0137";"DP";"93010";"2021";"05/07/2021";"0"
"CU 93010 22 B0372";"CU";"93010";"2022";"26/07/2022";"0"
"CU 93010 23 B0053";"CU";"93010";"2023";"23/02/2023";"1"
"DP 93010 21 B0131";"DP";"93010";"2021";"25/06/2021";"0"
"CU 93010 22 B0374";"CU";"93010";"2022";"06/07/2022";"0"
"CU 93010 22 B0376";"CU";"93010";"2022";"11/07/2022";"0"
"CU 93010 22 B0360";"CU";"93010";"2022";"08/07/2022";"0"
"DP 93010 21 B0127";"DP";"93010";"2021";"22/06/2021";"0"
"DP 93010 21 B0106";"DP";"93010";"2021";"04/06/2021";"0"
"CU 93010 22 B0335";"CU";"93010";"2022";"21/06/2022";"0"
"DP 93010 22 B0079";"DP";"93010";"2022";"25/05/2022";"0"
"CU 93010 22 B0361";"CU";"93010";"2022";"11/07/2022";"0"
"PC 93010 22 B0013";"PC";"93010";"2022";"01/04/2022";"0"
"PC 93010 21 B0049";"PC";"93010";"2021";"23/06/2021";"0"
"CU 93010 22 B0385";"CU";"93010";"2022";"28/07/2022";"0"
"CU 93010 22 B0386";"CU";"93010";"2022";"28/07/2022";"0"
"CU 93010 22 B0378";"CU";"93010";"2022";"18/07/2022";"0"
"CU 93010 22 B0377";"CU";"93010";"2022";"15/07/2022";"0"
"CU 93010 22 B0379";"CU";"93010";"2022";"18/07/2022";"0"
"CU 93010 22 B0380";"CU";"93010";"2022";"20/07/2022";"0"
"CU 93010 22 B0388";"CU";"93010";"2022";"29/07/2022";"0"
"CU 93010 22 B0387";"CU";"93010";"2022";"29/07/2022";"0"
"CU 93010 22 B0381";"CU";"93010";"2022";"20/07/2022";"0"
"CU 93010 22 B0383";"CU";"93010";"2022";"21/07/2022";"0"
"PC 93010 21 B0038";"PC";"93010";"2021";"18/05/2021";"0"
"CU 93010 22 B0403";"CU";"93010";"2022";"12/08/2022";"0"
"PC 93010 22 B0051";"PC";"93010";"2022";"01/08/2022";"0"
"DP 93010 21 B0099";"DP";"93010";"2021";"26/07/2021";"0"
"PD 93010 22 B0003";"PD";"93010";"2022";"20/07/2022";"0"
"DP 93010 22 B0114";"DP";"93010";"2022";"02/08/2022";"1"
"DP 93010 22 B0121";"DP";"93010";"2022";"10/08/2022";"1"
"DP 93010 22 B0119";"DP";"93010";"2022";"09/08/2022";"1"
"CU 93010 22 B0405";"CU";"93010";"2022";"12/08/2022";"0"
"CU 93010 22 B0451";"CU";"93010";"2022";"26/09/2022";"0"
"CU 93010 22 B0511";"CU";"93010";"2022";"07/11/2022";"0"
"PC 93010 21 B0017 M01";"PC";"93010";"2021";"11/10/2021";"0"
"CU 93010 22 B0414";"CU";"93010";"2022";"24/08/2022";"0"
"CU 93010 22 B0424";"CU";"93010";"2022";"13/04/2022";"0"
"CU 93010 22 B0429";"CU";"93010";"2022";"13/09/2022";"0"
"PC 93010 22 B0055";"PC";"93010";"2022";"09/09/2022";"0"
"PC 93010 19 B0030 M01";"PC";"93010";"2021";"15/11/2021";"0"
"CU 93010 22 B0512";"CU";"93010";"2022";"07/11/2022";"0"
"AT 93010 22 B0038";"AT";"93010";"2022";"29/12/2022";"0"
"DP 93010 22 B0126";"DP";"93010";"2022";"25/08/2022";"1"
"DP 93010 22 B0127";"DP";"93010";"2022";"25/08/2022";"1"
"DP 93010 22 B0101";"DP";"93010";"2022";"04/07/2022";"0"
"PC 93010 21 B0078";"PC";"93010";"2021";"26/10/2021";"0"
"DP 93010 22 B0039";"DP";"93010";"2022";"17/03/2022";"0"
"DP 93010 21 B0189";"DP";"93010";"2021";"15/10/2021";"0"
"CU 93010 22 B0396";"CU";"93010";"2022";"08/08/2022";"0"
"CU 93010 22 B0384";"CU";"93010";"2022";"27/07/2022";"0"
"DP 93010 22 B0085";"DP";"93010";"2022";"02/06/2022";"0"
"CU 93010 22 B0391";"CU";"93010";"2022";"03/08/2022";"0"
"DP 93010 22 B0128";"DP";"93010";"2022";"29/08/2022";"0"
"CU 93010 22 B0389";"CU";"93010";"2022";"29/07/2022";"0"
"CU 93010 22 B0404";"CU";"93010";"2022";"12/08/2022";"0"
